Vị trí quan trắc,KHM,Quý,Nhiệt độ,pH,DO,Độ muối,Độ đục,Độ trong,TSS,Amoni,Phosphat,Tổng xianua,Florua,"Tổng dầu, mỡ khoáng",Coliform,As,Hg,Pb,Cd,Fe,Mn,Cu,Zn,Cr,Cr(VI),Tổng phenol,Aldrin,BHC,Dieldrin,DDTs,Heptachlor & Heptachloreproxide
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 2 2024,27.0,7.99,5.99,28.7,5.82,0.5,4.5,0.066,0.01,0.0015,0.829,0.15,1.0,0.0013,0.0001,0.0001,0.0001,0.0606,0.0017,0.001,0.0143,0.0012,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 3 2024,28.6,8.02,5.96,28.7,6.28,0.6,4.1,0.01,0.01,0.0015,0.826,0.15,1.0,0.0016,0.0006,0.0001,0.0001,0.1218,0.0291,0.0013,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Khu vực ven bờ xã Quảng Phong, Hải Hà (phía Bắc Đảo Miều)",NB81,Quý 4 2024,22.4,8.02,5.91,29.0,5.89,1.0,<3,0.049,0.01,0.0015,0.82,0.15,1.0,0.0014,0.0002,0.0001,0.0001,0.1739,0.0062,0.00015,0.001,0.0002,0.0035,0.0002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 1 2021,22.1,8.04,6.95,29.6,11.5,1.2,10.8,0.067,0.01,0.0005,0.656,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0266,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 2 2021,29.0,7.91,7.18,29.6,3.56,0.8,3.3,0.069,0.01,0.0005,0.672,0.15,1.5,0.0018,0.00025,0.00045,0.0001,0.0772,0.0051,0.00045,0.0016,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 3 2021,28.8,7.88,6.95,29.5,4.16,0.6,3.8,0.087,0.01,0.0005,0.632,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0386,0.0084,0.00045,0.0098,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 4 2021,24.1,7.93,6.1,29.1,7.69,0.7,7.2,0.015,0.01,0.0005,0.668,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0287,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 1 2022,24.2,8.05,6.14,29.8,4.84,0.8,4.7,0.073,0.01,0.0005,0.764,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0195,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 2 2022,24.4,8.01,6.02,29.6,4.96,0.7,4.5,0.038,0.01,0.0005,0.693,0.15,1.5,0.0022,0.00025,0.00045,0.0001,0.0262,0.0004,0.00045,0.0141,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 3 2022,30.8,8,6.0,29.5,5.21,0.6,4.3,0.095,0.01,0.0005,0.648,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0235,0.0004,0.00045,0.0109,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 4 2022,24.8,7.95,5.95,29.4,5.21,0.6,4.7,0.044,0.02,0.0005,0.696,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0202,0.0004,0.00045,0.0123,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 1 2023,24.0,8.06,6.05,29.7,4.81,0.8,3.9,0.054,0.01,0.0005,0.809,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0239,0.0004,0.00045,0.0143,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 2 2023,29.4,7.98,5.96,29.4,5.11,0.6,4.7,0.047,0.01,0.0005,0.855,0.15,1.5,0.0025,0.00025,0.00045,0.0001,0.0289,0.0004,0.00045,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 3 2023,28.5,8.05,6.06,29.4,5.47,0.6,4.7,0.087,0.01,0.0005,0.766,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0235,0.0004,0.00045,0.0092,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 4 2023,22.8,8.06,6.11,29.5,5.26,0.6,4.4,0.079,0.01,0.0005,0.829,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0661,0.0004,0.00045,0.0146,0.00045,0.0025,0.002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 1 2024,23.2,8.03,6.1,29.8,4.96,0.7,3.7,0.064,0.01,0.0015,0.787,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.079,0.0026,0.0004,0.0144,0.0008,0.0035,0.0002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 2 2024,27.3,8,5.87,29.2,5.26,0.5,4.2,0.075,0.01,0.0015,0.797,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0708,0.0021,0.0004,0.0144,0.0008,0.0035,0.0002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 3 2024,28.2,8.09,6.0,29.2,5.62,0.8,3.7,0.047,0.04,0.0015,0.845,0.15,1.0,0.002,0.0005,0.04,0.0003,0.3879,0.0438,0.0021,0.0714,0.0011,0.0035,0.0002,x,x,x,x,x
"Khu bến phà Cái Chiên phía Băc đảo Cái Chiên, Hải Hà",NB82,Quý 4 2024,22.8,8.07,6.18,29.6,5.14,0.9,<3,0.053,0.01,0.0015,0.807,0.15,1.0,0.0011,0.0002,0.0001,0.0001,0.1094,0.0035,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 1 2021,22.2,7.96,6.75,29.5,12.45,1.1,11.2,0.039,0.01,0.0005,0.688,0.15,1.5,0.0019,0.0006,0.00045,0.0001,0.1457,0.0321,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 2 2021,28.7,8.05,7.05,29.7,4.17,1.9,4.2,0.015,0.01,0.0005,0.672,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0712,0.0045,0.002,0.006,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 3 2021,28.5,8.03,6.85,29.5,4.28,1.7,3.7,0.015,0.01,0.0005,0.717,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0292,0.0077,0.00045,0.0107,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 4 2021,23.0,7.9,6.19,29.7,4.62,0.9,4.4,0.077,0.01,0.0005,0.701,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0302,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 1 2022,23.7,8.09,6.19,29.9,5.12,1.6,4.5,0.046,0.01,0.0005,0.757,0.15,1.5,0.0016,0.0009,0.00045,0.0001,0.0352,0.0122,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 2 2022,23.9,8.04,6.1,29.7,5.28,1.4,4.8,0.057,0.01,0.0005,0.726,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0547,0.006,0.00045,0.0066,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 3 2022,29.1,8.06,6.12,29.6,5.46,1.2,4.7,0.015,0.01,0.0005,0.674,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0419,0.0004,0.00045,0.0083,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 4 2022,24.2,8.03,6.05,29.4,5.46,1.0,4.3,0.054,0.01,0.0005,0.722,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0395,0.0068,0.00045,0.009,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 1 2023,23.5,8.11,6.12,29.8,5.19,1.6,4.7,0.066,0.01,0.0005,0.796,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0336,0.0057,0.00045,0.0119,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 2 2023,27.3,8.01,6.02,29.5,5.48,1.1,5.2,0.069,0.01,0.0005,0.829,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0625,0.0073,0.00045,0.0076,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 3 2023,28.6,8.03,6.05,29.4,5.63,1.2,5.2,0.038,0.01,0.0005,0.746,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0392,0.0004,0.00045,0.0111,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 4 2023,23.1,8.05,6.09,29.5,5.52,1.3,4.2,0.047,0.01,0.0005,0.741,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0787,0.0055,0.00045,0.0087,0.00045,0.0025,0.002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 1 2024,22.8,8.06,6.15,29.7,5.28,1.5,4.7,0.054,0.01,0.0015,0.742,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0929,0.0068,0.0008,0.0103,0.0013,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 2 2024,26.6,8.03,6.08,29.4,5.59,1.0,4.8,0.062,0.01,0.0015,0.816,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.0832,0.0056,0.0008,0.0103,0.0013,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 3 2024,28.1,8.06,6.12,29.3,5.84,1.2,3.2,0.01,0.036,0.0015,0.826,0.15,1.0,0.0017,0.0005,0.0001,0.0001,0.1101,0.0205,0.0012,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
"Bãi tắm Đầu Rồng- xã Cái Chiên, Hải Hà",NB83,Quý 4 2024,23.0,8.03,6.02,29.6,5.39,1.2,<3,0.01,0.01,0.0015,0.884,0.15,1.0,0.0012,0.0008,0.0001,0.0001,0.0717,0.0005,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 1 2021,21.2,8.06,6.62,28.8,7.88,1.0,7.4,0.015,0.01,0.0005,0.643,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0294,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 2 2021,28.4,8.07,7.04,28.6,3.14,1.2,3.3,0.015,0.025,0.0005,0.705,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0659,0.0025,0.00045,0.0041,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 3 2021,28.2,8.09,6.92,28.4,5.45,1.0,4.7,0.034,0.01,0.0005,0.757,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0367,0.0018,0.00045,0.0069,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 4 2021,24.1,7.93,6.1,29.1,7.69,0.7,7.2,0.015,0.01,0.0005,0.668,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0287,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 1 2022,23.6,8.04,5.99,28.6,4.88,1.0,4.6,0.015,0.01,0.0005,0.654,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0244,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 2 2022,23.7,8.01,5.91,28.4,4.96,0.9,4.5,0.015,0.036,0.0005,0.699,0.15,1.5,0.0024,0.00025,0.00045,0.0001,0.0539,0.0004,0.00045,0.0074,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 3 2022,29.7,8.03,5.97,28.2,5.12,1.0,4.8,0.044,0.025,0.0005,0.641,0.15,1.5,0.0014,0.00025,0.00045,0.0001,0.0189,0.0004,0.00045,0.0132,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 4 2022,25.2,8.05,5.92,28.1,5.68,1.1,4.8,0.015,0.041,0.0005,0.722,0.15,1.5,0.0029,0.00025,0.00045,0.0001,0.0452,0.0061,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 1 2023,23.8,8.02,6.0,28.5,4.82,1.0,4.3,0.015,0.058,0.0005,0.757,0.15,1.5,0.0023,0.00025,0.00045,0.0001,0.0492,0.0076,0.00045,0.0137,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 2 2023,28.3,7.98,5.86,28.3,5.18,0.9,4.7,0.015,0.01,0.0005,0.751,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0726,0.0004,0.00045,0.0096,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 3 2023,28.8,8.06,5.9,28.1,5.12,1.0,5.7,0.057,0.065,0.0005,0.819,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0261,0.0004,0.00045,0.0075,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 4 2023,22.8,8.05,5.94,28.2,5.04,1.1,4.8,0.072,0.071,0.0005,0.785,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0926,0.0004,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 1 2024,23.6,8,6.04,28.4,4.89,1.1,3.5,0.081,0.066,0.0015,0.742,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0917,0.0028,0.0007,0.0136,0.001,0.0035,0.0002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 2 2024,28.1,7.99,5.9,28.2,5.06,0.8,4.2,0.072,0.071,0.0015,0.829,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0821,0.0022,0.0007,0.0136,0.001,0.0035,0.0002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 3 2024,28.5,8.03,5.99,28.0,5.84,0.7,3.5,0.043,0.066,0.0015,0.813,0.15,1.0,0.0021,0.0002,0.0408,0.0005,0.3783,0.0836,0.0068,0.0683,0.0028,0.0035,0.0002,x,x,x,x,x
Ven bờ phía Tây đảo Vĩnh Thực- Móng Cái,NB84,Quý 4 2024,21.7,8.02,6.03,28.4,5.17,1.2,<3,0.067,0.01,0.0015,0.929,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0916,0.0012,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 1 2021,22.2,7.86,6.33,23.8,13.3,0.8,12.1,0.044,0.01,0.0005,0.669,0.15,150.0,0.0008,0.0005,0.00045,0.0001,0.0263,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 2 2021,29.0,7.48,7.03,23.9,7.43,1.2,6.6,0.015,0.01,0.0005,0.78,0.15,150.0,0.0017,0.00025,0.00045,0.0001,0.0788,0.0033,0.0012,0.0055,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 3 2021,29.3,7.59,6.79,23.8,8.25,1.0,5.5,0.015,0.01,0.0005,0.754,0.15,1.5,0.0013,0.00025,0.00045,0.0001,0.0314,0.0068,0.00045,0.0075,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 4 2021,23.8,8.09,6.05,28.7,4.54,1.0,4.1,0.015,0.01,0.0005,0.833,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0335,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 1 2022,23.5,7.59,5.95,24.1,7.32,1.0,6.4,0.052,0.01,0.0005,0.751,0.15,200.0,0.001,0.00025,0.00045,0.0001,0.0203,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 2 2022,23.7,7.52,5.58,24.0,7.44,0.8,6.5,0.068,0.01,0.0005,0.758,0.15,250.0,0.0017,0.00025,0.00045,0.0001,0.0255,0.0004,0.00045,0.011,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 3 2022,29.1,7.48,5.53,24.1,7.58,0.7,6.7,0.039,0.01,0.0005,0.661,0.15,250.0,0.0014,0.00025,0.00045,0.0001,0.0181,0.0004,0.00045,0.0144,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 4 2022,24.9,7.55,5.59,24.0,8.99,0.5,7.2,0.072,0.01,0.0005,0.665,0.15,300.0,0.0023,0.00025,0.00045,0.0001,0.0216,0.0004,0.00045,0.0129,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 1 2023,23.6,7.73,5.9,24.0,7.36,1.0,6.9,0.054,0.01,0.0005,0.731,0.15,1.5,0.0019,0.00025,0.00045,0.0001,0.0287,0.0004,0.00045,0.0116,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 2 2023,28.4,7.48,5.51,23.8,7.68,0.7,6.2,0.077,0.01,0.0005,0.816,0.15,1.5,0.0021,0.00025,0.00045,0.0001,0.0337,0.0004,0.00045,0.0108,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 3 2023,27.7,7.56,5.64,24.0,7.58,0.7,6.8,0.048,0.01,0.0005,0.779,0.15,1.5,0.0012,0.00025,0.00045,0.0001,0.0206,0.0004,0.00045,0.0122,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 4 2023,22.5,7.62,5.68,24.1,7.47,0.8,6.5,0.059,0.01,0.0005,0.785,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0421,0.0004,0.00045,0.0124,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 1 2024,23.4,7.76,5.95,24.1,7.48,0.9,6.2,0.047,0.01,0.0015,0.794,0.15,1.0,0.0014,0.0001,0.0001,0.0001,0.0794,0.0016,0.001,0.013,0.0007,0.0035,0.0002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 2 2024,26.2,7.52,5.58,23.7,7.79,0.6,6.2,0.056,0.01,0.0015,0.816,0.15,1.0,0.0012,0.0001,0.0001,0.0001,0.0712,0.0012,0.001,0.013,0.0007,0.0035,0.0002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 3 2024,27.5,7.5,5.5,23.8,7.95,0.8,4.2,0.01,0.025,0.0015,0.832,0.15,1.0,0.002,5e-05,0.0255,0.0001,0.3542,0.0341,0.0081,0.0577,0.0015,0.0035,0.0002,x,x,x,x,x
Ven bờ xã Quảng Nghĩa -Móng Cái,NB85,Quý 4 2024,21.6,7.68,5.6,24.2,7.31,0.9,3.6,0.036,0.01,0.0015,0.884,0.15,1.0,0.0011,0.0008,0.0001,0.0001,0.1519,0.007,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 1 2021,21.9,7.77,6.46,21.8,9.26,1.0,8.4,0.015,0.01,0.0005,0.694,0.15,200.0,0.0008,0.0006,0.00045,0.0001,0.0139,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 2 2021,28.4,7.72,7.12,21.9,5.35,1.1,5.5,0.015,0.01,0.0005,0.751,0.15,200.0,0.0016,0.00025,0.00045,0.0001,0.0678,0.0033,0.001,0.0055,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 3 2021,28.9,7.79,6.84,21.6,5.44,0.9,7.5,0.015,0.01,0.0005,0.658,0.15,1.5,0.0011,0.00025,0.00045,0.0001,0.0405,0.0051,0.00045,0.0113,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 4 2021,23.1,7.51,6.02,24.0,7.25,1.0,7,0.015,0.01,0.0005,0.859,0.15,200.0,0.001,0.00025,0.00045,0.0001,0.0211,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 1 2022,23.2,7.79,5.88,21.9,6.86,1.0,6.3,0.015,0.01,0.0005,0.68,0.15,150.0,0.0006,0.00025,0.00045,0.0001,0.0115,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 2 2022,23.5,7.73,5.81,21.7,6.98,0.8,5.4,0.015,0.01,0.0005,0.667,0.15,200.0,0.0016,0.00025,0.00045,0.0001,0.0213,0.0004,0.00045,0.0089,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 3 2022,29.0,7.79,5.88,21.6,7.35,0.7,6.2,0.015,0.01,0.0005,0.694,0.15,200.0,0.002,0.00025,0.00045,0.0001,0.0264,0.0004,0.00045,0.0065,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 4 2022,24.7,7.84,5.81,21.4,8.55,0.5,7.5,0.015,0.01,0.0005,0.696,0.15,90.0,0.0018,0.00025,0.00045,0.0001,0.0164,0.0004,0.00045,0.0065,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 1 2023,23.2,7.86,5.8,21.8,6.8,1.0,6.4,0.015,0.01,0.0005,0.822,0.15,1.5,0.0016,0.00025,0.00045,0.0001,0.0198,0.0004,0.00045,0.0084,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 2 2023,29.1,7.69,5.76,21.5,7.15,0.7,6.9,0.037,0.01,0.0005,0.79,0.15,1.5,0.0015,0.00025,0.00045,0.0001,0.0256,0.0004,0.00045,0.0118,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 3 2023,28.0,7.72,5.95,21.5,7.54,0.7,6.2,0.032,0.01,0.0005,0.74,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0338,0.0004,0.00045,0.0078,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 4 2023,22.8,7.76,5.98,21.7,7.41,0.8,6.1,0.041,0.01,0.0005,0.778,0.15,1.5,0.0017,0.00025,0.00045,0.0001,0.0319,0.0004,0.00045,0.0135,0.00045,0.0025,0.002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 1 2024,23.0,7.84,5.85,21.9,6.93,0.9,5.2,0.066,0.01,0.0015,0.819,0.15,1.0,0.0018,0.0001,0.0001,0.0001,0.0768,0.0023,0.0006,0.0143,0.0009,0.0035,0.0002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 2 2024,26.7,7.66,5.82,21.8,7.27,0.6,6.3,0.075,0.01,0.0015,0.823,0.15,1.0,0.0016,0.0001,0.0001,0.0001,0.0688,0.0019,0.0006,0.0143,0.0009,0.0035,0.0002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 3 2024,27.8,7.78,5.87,21.4,7.86,0.8,4.8,0.01,0.01,0.0015,0.826,0.15,1.0,0.0015,0.0003,0.0001,0.0001,0.1082,0.0155,0.001,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
Ven bờ phường Hải Yên - Móng Cái,NB86,Quý 4 2024,21.9,7.82,5.92,21.9,7.2,0.9,4.1,0.01,0.01,0.0015,0.865,0.15,1.0,0.0015,0.0005,0.0001,0.0001,0.0618,0.0004,0.00015,0.001,0.0001,0.0035,0.0002,x,x,x,x,x
Khu vực cửa sông KaLong - Móng Cái,NB87,Quý 1 2021,21.3,7.61,6.15,19.2,26.6,0.8,25.4,0.052,0.01,0.0005,0.668,0.15,40.0,0.0005,0.001,0.00045,0.0001,0.0117,0.0004,0.00045,0.001,0.00045,0.0025,0.002,x,x,x,x,x
Khu vực cửa sông KaLong - Móng Cái,NB87,Quý 2 2021,28.6,7.62,7.11,18.6,9.78,0.8,8.5,0.063,0.01,0.0005,0.653,0.15,40.0,0.0018,0.00025,0.00045,0.0001,0.076,0.0058,0.0016,0.0034,0.00045,0.0025,0.002,x,x,x,x,x
Khu vực cửa sông KaLong - Móng Cái,NB87,Quý 3 2021,28.5,7.75,6.57,18.1,11.89,0.9,10.6,0.085,0.01,0.0005,0.789,0.15,1.5,0.001,0.00025,0.00045,0.0001,0.0425,0.0034,0.00045,0.0082,0.00045,0.0025,0.002,x,x,x,x,x
